identifier;title;courseCredits;Center;AcademicDepartment;isCurrentlyOffered;TeachingUniversity;Term;YearOfStudy;ClassHours;MonitoringHours;NonAttendanceHours;courseHours;typology;BacherlorsDegree;homepage;EnglishFriendly;TeachingStaff
"G323";"Fundamentos de Informática";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. MATEMATICA APLICADA Y CIENCIAS DE LA COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";30;15;75;120;"BÁSICA";"Grado en Ingeniería Química";"https://web.unican.es/estudios/detalle-asignatura?c=G323&p=113";"Si";"2 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G779";"Fundamentos de Ingeniería Biomolecular";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIAS QUIMICA Y BIOMOLECULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;22;67;150;"OBLIGATORIA";"Grado en Ingeniería Química";"https://web.unican.es/estudios/detalle-asignatura?c=G779&p=113";"Si";"1 - Catedrático de Universidad; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G779";"Fundamentos de Ingeniería Biomolecular";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIAS QUIMICA Y BIOMOLECULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;22;67;150;"OBLIGATORIA";"Grado en Ingeniería Química";"https://web.unican.es/estudios/detalle-asignatura?c=G779&p=113";"Si";"1 - Catedrático de Universidad; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G280";"Fundamentos de Ingeniería Eléctrica";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;25;65;150;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G280&p=107";"No";"1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad; 1 - Programas de Formación;"
"G412";"Fundamentos de Ingeniería Eléctrica";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;25;65;150;"OBLIGATORIA";"Grado en Ingeniería Eléctrica";"https://web.unican.es/estudios/detalle-asignatura?c=G412&p=103";"No";"1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad; 1 - Programas de Formación;"
"G1924";"Fundamentos de Inmunología";6,00;"FACULTAD DE MEDICINA";"DPTO. BIOLOGIA MOLECULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Ciencias Biomédicas";"https://web.unican.es/estudios/detalle-asignatura?c=G1924&p=211";"No";"1 - No definido; 1 - Profesor Asociado; 1 - Profesor Permanente Laboral; 1 - Profesor Titular de Universidad; 1 - Programas de RR.HH. I+D+i;"
"G1924";"Fundamentos de Inmunología";6,00;"FACULTAD DE MEDICINA";"DPTO. BIOLOGIA MOLECULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Ciencias Biomédicas";"https://web.unican.es/estudios/detalle-asignatura?c=G1924&p=211";"No";"1 - No definido; 1 - Profesor Asociado; 1 - Profesor Permanente Laboral; 1 - Profesor Titular de Universidad; 1 - Programas de RR.HH. I+D+i;"
"G418";"Fundamentos de la Computación";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. MATEMATICA APLICADA Y CIENCIAS DE LA COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";30;15;75;120;"BÁSICA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G418&p=108";"No";"1 - Catedrático de Universidad; 1 - Profesor Titular de Universidad;"
"G427";"Fundamentos de la Computación";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. MATEMATICA APLICADA Y CIENCIAS DE LA COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";45;15;75;135;"BÁSICA";"Grado en Ingeniería Mecánica";"https://web.unican.es/estudios/detalle-asignatura?c=G427&p=109";"No";"1 - Profesor Titular de Universidad;"
"G1929";"Fundamentos de Neurociencias";6,00;"FACULTAD DE MEDICINA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";54;7;82;144;"OBLIGATORIA";"Grado en Ciencias Biomédicas";"https://web.unican.es/estudios/detalle-asignatura?c=G1929&p=211";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Contratado Doctor; 2 - Profesor Titular de Universidad;"
"G1929";"Fundamentos de Neurociencias";6,00;"FACULTAD DE MEDICINA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";54;7;82;144;"OBLIGATORIA";"Grado en Ciencias Biomédicas";"https://web.unican.es/estudios/detalle-asignatura?c=G1929&p=211";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Contratado Doctor; 2 - Profesor Titular de Universidad;"
"G379";"Fundamentos de Química";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. INGENIERIAS QUIMICA Y BIOMOLECULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;3;87;150;"OBLIGATORIA";"Grado en Ingeniería de los Recursos Energéticos";"https://web.unican.es/estudios/detalle-asignatura?c=G379&p=101";"No";"1 - Profesor Asociado; 1 - Profesor Contratado Doctor; 1 - Profesor de Sustitución;"
"G379";"Fundamentos de Química";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. INGENIERIAS QUIMICA Y BIOMOLECULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;3;87;150;"OBLIGATORIA";"Grado en Ingeniería de los Recursos Energéticos";"https://web.unican.es/estudios/detalle-asignatura?c=G379&p=101";"No";"1 - Profesor Asociado; 1 - Profesor Contratado Doctor; 1 - Profesor de Sustitución;"
"G389";"Fundamentos de Química";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. INGENIERIAS QUIMICA Y BIOMOLECULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;3;87;150;"OBLIGATORIA";"Grado en Ingeniería de los Recursos Mineros";"https://web.unican.es/estudios/detalle-asignatura?c=G389&p=102";"No";"1 - Profesor Asociado; 1 - Profesor Contratado Doctor; 1 - Profesor de Sustitución;"
"G389";"Fundamentos de Química";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. INGENIERIAS QUIMICA Y BIOMOLECULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;3;87;150;"OBLIGATORIA";"Grado en Ingeniería de los Recursos Mineros";"https://web.unican.es/estudios/detalle-asignatura?c=G389&p=102";"No";"1 - Profesor Asociado; 1 - Profesor Contratado Doctor; 1 - Profesor de Sustitución;"
"G1957";"Fundamentos Físico-Químicos de Materiales";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS";"DPTO. CIENCIA E INGENIERIA DEL TERRENO Y DE LOS MATERIALES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Civil";"https://web.unican.es/estudios/detalle-asignatura?c=G1957&p=212";"Si";"1 - Catedrático de Universidad; 1 - Contratado; 1 - Profesor Asociado; 1 - Profesor Emérito; 1 - Profesor Titular  Escuela Universitaria;"
"G269";"Fundamentos Físicos de la Informática";6,00;"FACULTAD DE CIENCIAS";"DPTO. INGENIERIA DE COMUNICACIONES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";50;10;80;140;"BÁSICA";"Grado en Ingeniería Informática";"https://web.unican.es/estudios/detalle-asignatura?c=G269&p=98";"No";"1 - Profesor Asociado; 1 - Profesor Contratado Doctor; 1 - Profesor Permanente Laboral; 2 - Profesor Titular de Universidad;"
"G498";"Fundamentos Pedagógicos de Atención a la Diversidad";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OBLIGATORIA";"Grado en Magisterio en Educación Infantil";"https://web.unican.es/estudios/detalle-asignatura?c=G498&p=110";"No";"1 - Catedrático de Universidad; 1 - Profesor Asociado; 2 - Profesor Titular de Universidad;"
"G497";"Fundamentos Psicológicos de Atención a la Diversidad";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OBLIGATORIA";"Grado en Magisterio en Educación Infantil";"https://web.unican.es/estudios/detalle-asignatura?c=G497&p=110";"No";"2 - Profesor Asociado; 1 - Profesor de Sustitución; 1 - Profesor Permanente Laboral;"
"G550";"Fundamentos Psicopedagógicos de Atención a la Diversidad";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OBLIGATORIA";"Grado en Magisterio en Educación Primaria";"https://web.unican.es/estudios/detalle-asignatura?c=G550&p=111";"No";"1 - Profesor Asociado; 1 - Profesor Contratado Doctor; 1 - Profesor Permanente Laboral; 1 - Profesor Titular de Universidad; 1 - Programas de Formación;"
"G517";"Fundamentos Teórico-Prácticos para la Enseñanza-Aprendizaje de las Habilidades Deportivas";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OPTATIVA";"Grado en Magisterio en Educación Primaria";"https://web.unican.es/estudios/detalle-asignatura?c=G517&p=111";"No";"1 - Profesor Ayudante Doctor; 1 - Profesor Permanente Laboral; 1 - Tecnico Titulados Universitarios;"
"G291";"Fundamentos Teóricos de la Educación Infantil";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;75;150;"OBLIGATORIA";"Grado en Magisterio en Educación Infantil";"https://web.unican.es/estudios/detalle-asignatura?c=G291&p=110";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G302";"Fundamentos Teóricos de la Educación Primaria";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;75;150;"BÁSICA";"Grado en Magisterio en Educación Primaria";"https://web.unican.es/estudios/detalle-asignatura?c=G302&p=111";"No";"1 - Profesor Ayudante Doctor; 1 - Profesor de Sustitución; 1 - Profesor Titular de Universidad;"
"G1010";"Further Power Electronics";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";;False;;"Cuatrimestral";"4";0;0;0;0;"OPTATIVA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G1010&p=107";;
"G678";"Garantía y Seguridad en Sistemas y Redes";6,00;"FACULTAD DE CIENCIAS";;False;;"Cuatrimestral";"4";0;0;0;0;"OPTATIVA";"Grado en Ingeniería Informática";"https://web.unican.es/estudios/detalle-asignatura?c=G678&p=98";;
"G871";"Generación Eléctrica";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";44;20;70;134;"OBLIGATORIA";"Grado en Ingeniería Eléctrica";"https://web.unican.es/estudios/detalle-asignatura?c=G871&p=103";"No";"1 - Profesor Ayudante Doctor; 1 - Profesor de Sustitución;"
"G1941";"Genética";6,00;"FACULTAD DE MEDICINA";"DPTO. BIOLOGIA MOLECULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";59;11;77;147;"OBLIGATORIA";"Grado en Ciencias Biomédicas";"https://web.unican.es/estudios/detalle-asignatura?c=G1941&p=211";"No";"4 - No definido; 1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G1941";"Genética";6,00;"FACULTAD DE MEDICINA";"DPTO. BIOLOGIA MOLECULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";59;11;77;147;"OBLIGATORIA";"Grado en Ciencias Biomédicas";"https://web.unican.es/estudios/detalle-asignatura?c=G1941&p=211";"No";"4 - No definido; 1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G1944";"Genética Aplicada y Medicina Personalizada";6,00;"FACULTAD DE MEDICINA";"DPTO. MEDICINA Y PSIQUIATRIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";38;3;95;136;"OPTATIVA";"Grado en Ciencias Biomédicas";"https://web.unican.es/estudios/detalle-asignatura?c=G1944&p=211";"No";"6 - No definido; 1 - Catedrático de Universidad; 1 - Profesor Asociado; 1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G127";"Genética Molecular y Humana";6,00;"FACULTAD DE MEDICINA";"DPTO. BIOLOGIA MOLECULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";57;8;82;147;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G127&p=66";"Si";"4 - No definido; 3 - Catedrático de Universidad;"
"G127";"Genética Molecular y Humana";6,00;"FACULTAD DE MEDICINA";"DPTO. BIOLOGIA MOLECULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";57;8;82;147;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G127&p=66";"Si";"4 - No definido; 3 - Catedrático de Universidad;"
"G20";"Geodemografía";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";42;7;82;132;"OBLIGATORIA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G20&p=69";"No";"1 - Profesor Titular de Universidad;"
"G170";"Geografía de España";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";35;7;82;125;"OBLIGATORIA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G170&p=69";"No";"1 - Profesor Contratado Doctor;"
"G170";"Geografía de España";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";35;7;82;125;"OBLIGATORIA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G170&p=69";"No";"1 - Profesor Contratado Doctor;"
"G173";"Geografía de Europa";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G173&p=69";"No";"1 - Profesor Titular de Universidad;"
"G173";"Geografía de Europa";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G173&p=69";"No";"1 - Profesor Titular de Universidad;"
"G185";"Geografía de la Región Cantábrica";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";56;7;82;146;"OBLIGATORIA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G185&p=69";"No";"1 - Profesor Contratado Doctor;"
"G1376";"Geografía Física y Humana de los Países Hispanohablantes I";6,00;"Centro Internacional de Estudios Superiores del Español (CIESE-Comillas)";;False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;7;83;150;"BÁSICA";"Grado en Estudios Hispánicos";"https://web.unican.es/estudios/detalle-asignatura?c=G1376&p=136";"No";"1 - Colaboradores;"
"G1376";"Geografía Física y Humana de los Países Hispanohablantes I";6,00;"Centro Internacional de Estudios Superiores del Español (CIESE-Comillas)";;False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;7;83;150;"BÁSICA";"Grado en Estudios Hispánicos";"https://web.unican.es/estudios/detalle-asignatura?c=G1376&p=136";"No";"1 - Colaboradores;"
"G1381";"Geografía Física y Humana de los Países Hispanohablantes II";6,00;"Centro Internacional de Estudios Superiores del Español (CIESE-Comillas)";;False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;7;83;150;"BÁSICA";"Grado en Estudios Hispánicos";"https://web.unican.es/estudios/detalle-asignatura?c=G1381&p=136";"No";"1 - Colaboradores;"
"G1381";"Geografía Física y Humana de los Países Hispanohablantes II";6,00;"Centro Internacional de Estudios Superiores del Español (CIESE-Comillas)";;False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;7;83;150;"BÁSICA";"Grado en Estudios Hispánicos";"https://web.unican.es/estudios/detalle-asignatura?c=G1381&p=136";"No";"1 - Colaboradores;"
"G198";"Geografía General de España";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";54;7;82;144;"OPTATIVA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G198&p=69";"No";"1 - Profesor Ayudante Doctor;"
"G206";"Geografía General de España";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";54;7;82;144;"OPTATIVA";"Grado en Historia";"https://web.unican.es/estudios/detalle-asignatura?c=G206&p=70";"No";"2 - Profesor Ayudante Doctor;"
"G190";"Geografía Regional del Mundo";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;7;82;150;"OPTATIVA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G190&p=69";"No";"1 - Profesor Permanente Laboral;"
"G205";"Geografía Regional del Mundo";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;7;82;150;"OPTATIVA";"Grado en Historia";"https://web.unican.es/estudios/detalle-asignatura?c=G205&p=70";"No";"1 - Profesor Permanente Laboral;"
"G172";"Geografía Rural";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G172&p=69";"No";"2 - Profesor Titular de Universidad;"
"G172";"Geografía Rural";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G172&p=69";"No";"2 - Profesor Titular de Universidad;"
"G169";"Geografía Urbana";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G169&p=69";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor;"
"G169";"Geografía Urbana";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G169&p=69";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor;"
"G12";"Geografía y Tecnologías de la Información y de la Comunicación";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";32;7;82;122;"BÁSICA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G12&p=69";"No";"1 - Profesor Permanente Laboral; 1 - Profesor Titular de Universidad;"
"G184";"Geographic Information Systems II (Vector-Based)";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";20;7;82;110;"OBLIGATORIA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G184&p=69";"No";"1 - Profesor Contratado Doctor;"
"G381";"Geología";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;12;78;150;"BÁSICA";"Grado en Ingeniería de los Recursos Energéticos";"https://web.unican.es/estudios/detalle-asignatura?c=G381&p=101";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G391";"Geología";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;12;78;150;"BÁSICA";"Grado en Ingeniería de los Recursos Mineros";"https://web.unican.es/estudios/detalle-asignatura?c=G391&p=102";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G1964";"Geología Aplicada";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS";"DPTO. CIENCIA E INGENIERIA DEL TERRENO Y DE LOS MATERIALES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";50;10;80;140;"BÁSICA";"Grado en Ingeniería Civil";"https://web.unican.es/estudios/detalle-asignatura?c=G1964&p=212";"No";"2 - Profesor Contratado Doctor;"
"G1964";"Geología Aplicada";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS";"DPTO. CIENCIA E INGENIERIA DEL TERRENO Y DE LOS MATERIALES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";50;10;80;140;"BÁSICA";"Grado en Ingeniería Civil";"https://web.unican.es/estudios/detalle-asignatura?c=G1964&p=212";"No";"2 - Profesor Contratado Doctor;"
"G1627";"Geology";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS";"DPTO. CIENCIA E INGENIERIA DEL TERRENO Y DE LOS MATERIALES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";50;22;67;140;"BÁSICA";"Grado en Ingeniería Civil";"https://web.unican.es/estudios/detalle-asignatura?c=G1627&p=212";"No";"1 - Profesor Contratado Doctor;"
